case,radial_nodes,step,reference,raw,corrected,raw_abs_error,corrected_abs_error,correction,hurwitz_evaluator_next_term_estimate
fichera_vertex_face_laplace_slp,16,0.0625,0.02113691993029851,0.022116684218126337,0.021129756128719084,0.0009797642878278286,7.163801579425366e-06,-0.0009869280894072533,1.5048224954562617e-26
fichera_vertex_face_laplace_slp,32,0.03125,0.02113691993029851,0.021525038596945503,0.02113705278674785,0.00038811866664699435,1.3285644934191154e-07,-0.0003879858101976525,8.773365694689056e-28
fichera_vertex_face_laplace_slp,64,0.015625,0.02113691993029851,0.021283763907775463,0.021136923347969547,0.0001468439774769542,3.417671038535852e-09,-0.00014684055980591676,7.950395152415092e-29
fichera_vertex_face_laplace_slp,128,0.0078125,0.02113691993029851,0.021191509524914793,0.021136920013106842,5.4589594616284015e-05,8.280833310725377e-11,-5.458951180795103e-05,1.43289173030715e-29
fichera_vertex_face_laplace_slp,256,0.00390625,0.02113691993029851,0.021157030282703205,0.021136919932251568,2.011035240469597e-05,1.9530592421102e-12,-2.0110350451638055e-05,4.047169523731909e-30
fichera_vertex_face_laplace_slp,512,0.001953125,0.02113691993029851,0.02114429414900915,0.021136919930343025,7.37421871064084e-06,4.4516473840516824e-14,-7.37421866612397e-06,1.344608699342574e-30
