t,f,Q,R_over_D,abs_residual
0.8999999999999999,0.1597165401327899,0.142,0.01771654013278992,0.01771654013278992
0.915,0.16343028427377404,0.14470000000000002,0.018730284273774017,0.018730284273774017
0.9300000000000002,0.16712384040078035,0.14740000000000003,0.019723840400780318,0.019723840400780318
0.9449999999999998,0.17079159156712498,0.15009999999999998,0.020691591567124995,0.020691591567124995
0.96,0.17442836761973984,0.1528,0.021628367619739852,0.021628367619739852
0.9750000000000001,0.17802951673550083,0.15550000000000003,0.0225295167355008,0.0225295167355008
0.9900000000000002,0.18159095981692694,0.15820000000000004,0.023390959816926904,0.023390959816926904
1.005,0.1851092270025862,0.1609,0.02420922700258621,0.02420922700258621
1.0199999999999996,0.18858147643202453,0.16359999999999994,0.024981476432024585,0.024981476432024585
1.0350000000000001,0.19200549619434762,0.16630000000000003,0.025705496194347588,0.025705496194347588
1.0499999999999998,0.1953796910384025,0.16899999999999998,0.026379691038402514,0.026379691038402514
1.0650000000000004,0.1987030559034918,0.17170000000000007,0.027003055903491724,0.027003055903491724
1.08,0.2019751386334528,0.17440000000000003,0.02757513863345276,0.02757513863345276
1.0949999999999998,0.20519599437044647,0.17709999999999995,0.02809599437044652,0.02809599437044652
1.1100000000000003,0.2083661341070992,0.17980000000000007,0.028566134107099128,0.028566134107099128
1.125,0.21148646973418098,0.1825,0.02898646973418098,0.02898646973418098
1.1399999999999997,0.21455825768733683,0.18519999999999995,0.02935825768733688,0.02935825768733688
1.1550000000000002,0.2175830430024272,0.18790000000000004,0.029683043002427162,0.029683043002427162
1.17,0.22056260526429503,0.1906,0.029962605264295034,0.029962605264295034
1.1849999999999996,0.22349890760333566,0.19329999999999994,0.030198907603335712,0.030198907603335712
1.2000000000000002,0.2263940495778458,0.19600000000000004,0.030394049577845778,0.030394049577845778
1.2149999999999999,0.2292502244919016,0.1987,0.030550224491901617,0.030550224491901617
1.2300000000000004,0.23206968144733767,0.20140000000000008,0.030669681447337588,0.030669681447337588
1.245,0.23485469221859687,0.20410000000000003,0.030754692218596835,0.030754692218596835
1.2599999999999998,0.23760752287153136,0.20679999999999996,0.030807522871531406,0.030807522871531406
1.2750000000000004,0.24033040991965685,0.20950000000000008,0.03083040991965677,0.03083040991965677
1.29,0.2430255407201587,0.2122,0.030825540720158695,0.030825540720158695
1.3049999999999997,0.24569503775230916,0.21489999999999995,0.030795037752309212,0.030795037752309212
1.3200000000000003,0.2483409463876518,0.21760000000000004,0.030740946387651763,0.030740946387651763
1.335,0.25096522574917574,0.2203,0.03066522574917574,0.03066522574917574
1.3499999999999996,0.25356974226085693,0.22299999999999995,0.030569742260856986,0.030569742260856986
1.3650000000000002,0.2561562655050799,0.22570000000000004,0.030456265505079877,0.030456265505079877
1.38,0.25872646602986843,0.2284,0.030326466029868437,0.030326466029868437
1.3949999999999996,0.2612819147774736,0.23109999999999994,0.030181914777473645,0.030181914777473645
1.4100000000000001,0.26382408383826517,0.23380000000000004,0.03002408383826513,0.03002408383826513
1.4249999999999998,0.2663543482671543,0.23649999999999996,0.029854348267154357,0.029854348267154357
1.4400000000000004,0.26887398873256196,0.23920000000000005,0.029673988732561912,0.029673988732561912
1.455,0.2713841947992281,0.24190000000000003,0.029484194799228064,0.029484194799228064
1.4699999999999998,0.27388606867533655,0.24459999999999996,0.02928606867533659,0.02928606867533659
1.4850000000000003,0.2763806292810546,0.24730000000000005,0.029080629281054565,0.029080629281054565
1.5,0.2788688165195461,0.25,0.028868816519546092,0.028868816519546092
1.5149999999999997,0.28135149565273326,0.2526999999999999,0.02865149565273334,0.02865149565273334
1.5300000000000002,0.28382946170264584,0.2554,0.02842946170264582,0.02842946170264582
1.545,0.2863034438152604,0.25809999999999994,0.028203443815260465,0.028203443815260465
1.5599999999999996,0.28877410953748206,0.2607999999999999,0.02797410953748214,0.02797410953748214
1.5750000000000002,0.29124206896956245,0.2635,0.02774206896956244,0.02774206896956244
1.5899999999999999,0.2937078787650284,0.26619999999999994,0.02750787876502847,0.02750787876502847
1.6050000000000004,0.29617204595830177,0.26890000000000003,0.02727204595830174,0.02727204595830174
1.62,0.29863503160687377,0.2716,0.02703503160687376,0.02703503160687376
1.6349999999999998,0.30109725424031086,0.27429999999999993,0.02679725424031093,0.02679725424031093
1.6500000000000004,0.30355909311273443,0.277,0.02655909311273441,0.02655909311273441
1.665,0.306020891258859,0.2797,0.026320891258859003,0.026320891258859003
1.6799999999999997,0.30848295835636896,0.28239999999999993,0.026082958356369035,0.026082958356369035
1.6950000000000003,0.310945573399458,0.2851,0.025845573399457977,0.025845573399457977
1.71,0.3134089871898803,0.28779999999999994,0.02560898718988036,0.02560898718988036
1.7249999999999996,0.3158734246529588,0.2904999999999999,0.025373424652958887,0.025373424652958887
1.7400000000000002,0.31833908698672225,0.2932,0.025139086986722237,0.025139086986722237
1.755,0.320806153652809,0.29589999999999994,0.02490615365280907,0.02490615365280907
1.7699999999999996,0.3232747842179936,0.2985999999999999,0.024674784217993684,0.024674784217993684
1.7850000000000001,0.32574512005524436,0.3013,0.02444512005524435,0.02444512005524435
1.7999999999999998,0.32821728591312854,0.30399999999999994,0.024217285913128606,0.024217285913128606
1.8150000000000004,0.3306913913621936,0.30670000000000003,0.02399139136219358,0.02399139136219358
1.83,0.333167532126666,0.3094,0.02376753212666599,0.02376753212666599
1.8449999999999998,0.3356457913094964,0.31209999999999993,0.023545791309496467,0.023545791309496467
1.8600000000000003,0.33812624051839746,0.3148,0.023326240518397434,0.023326240518397434
