t,f,Q,R_over_D,abs_residual
-2.46,-0.4667686038726964,-0.4628,-0.00396860387269643,0.00396860387269643
-2.445,-0.464061119022169,-0.46009999999999995,-0.003961119022169057,0.003961119022169057
-2.43,-0.4613532508137943,-0.45740000000000003,-0.0039532508137942735,0.0039532508137942735
-2.415,-0.45864498898892364,-0.4547,-0.003944988988923648,0.003944988988923648
-2.4,-0.4559363230228536,-0.452,-0.003936323022853572,0.003936323022853572
-2.385,-0.4532272421187761,-0.4493,-0.0039272421187760975,0.0039272421187760975
-2.37,-0.45051773520171073,-0.4466,-0.003917735201710737,0.003917735201710737
-2.355,-0.4478077909124416,-0.4439,-0.003907790912441589,0.003907790912441589
-2.34,-0.4450973976014734,-0.4412,-0.0038973976014733958,0.0038973976014733958
-2.325,-0.44238654332302885,-0.43850000000000006,-0.0038865433230287905,0.0038865433230287905
-2.31,-0.43967521582911206,-0.4358,-0.003875215829112044,0.003875215829112044
-2.295,-0.4369634025636652,-0.4331,-0.0038634025636652414,0.0038634025636652414
