shape,family,n,reference_n,true_conformal_offset,monitor_h,bgk_beta,bgk_shift,correction_order,reference_value,raw_discrete_value,corrected_value,rel_error
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,5.960464477539063e-08,0.5825971579390108,0.0001422356342624538,2,1.0422622791870901,1.0434876028090485,1.0422622792020402,1.4343837922118491e-11
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,5.960464477539063e-08,0.5825971579390108,0.0001422356342624538,4,1.0422622791870901,1.0434876028090485,1.0422622791870864,3.621697109358736e-15
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,5.960464477539063e-08,0.5825971579390108,0.0001422356342624538,8,1.0422622791870901,1.0434876028090485,1.0422622791870864,3.621697109358736e-15
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,5.960464477539063e-08,0.5825971579390108,0.0001422356342624538,16,1.0422622791870901,1.0434876028090485,1.0422622791870864,3.621697109358736e-15
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,1.4901161193847656e-08,0.5825971579390108,7.11178171312269e-05,0,1.0422622791870901,1.042874969369938,1.042874969369938,0.0005878464519752988
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,1.4901161193847656e-08,0.5825971579390108,7.11178171312269e-05,1,1.0422622791870901,1.042874969369938,1.0422623075608264,2.722322088788512e-08
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,1.4901161193847656e-08,0.5825971579390108,7.11178171312269e-05,2,1.0422622791870901,1.042874969369938,1.0422622791889602,1.7942313561776044e-12
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,1.4901161193847656e-08,0.5825971579390108,7.11178171312269e-05,4,1.0422622791870901,1.042874969369938,1.0422622791870906,4.2608201286573366e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,1.4901161193847656e-08,0.5825971579390108,7.11178171312269e-05,8,1.0422622791870901,1.042874969369938,1.0422622791870906,4.2608201286573366e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,1.4901161193847656e-08,0.5825971579390108,7.11178171312269e-05,16,1.0422622791870901,1.042874969369938,1.0422622791870906,4.2608201286573366e-16
