shape,family,n,reference_n,true_conformal_offset,monitor_h,bgk_beta,bgk_shift,correction_order,reference_value,raw_discrete_value,corrected_value,rel_error
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,3.814697265625e-06,0.5825971579390108,0.0011378850740996304,1,1.0422622791870901,1.0520585191396838,1.0422695285270598,6.9553893625552645e-06
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,3.814697265625e-06,0.5825971579390108,0.0011378850740996304,2,1.0422622791870901,1.0520585191396838,1.0422622868214195,7.3247680006575895e-09
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,3.814697265625e-06,0.5825971579390108,0.0011378850740996304,4,1.0422622791870901,1.0520585191396838,1.042262279187098,7.456435225150339e-15
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,3.814697265625e-06,0.5825971579390108,0.0011378850740996304,8,1.0422622791870901,1.0520585191396838,1.0422622791870908,6.391230192986005e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,3.814697265625e-06,0.5825971579390108,0.0011378850740996304,16,1.0422622791870901,1.0520585191396838,1.0422622791870908,6.391230192986005e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,9.5367431640625e-07,0.5825971579390108,0.0005689425370498152,0,1.0422622791870901,1.047162212453192,1.047162212453192,0.0047012478182781705
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,9.5367431640625e-07,0.5825971579390108,0.0005689425370498152,1,1.0422622791870901,1.047162212453192,1.042264093432231,1.7406800351639388e-06
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,9.5367431640625e-07,0.5825971579390108,0.0005689425370498152,2,1.0422622791870901,1.047162212453192,1.042262280142948,9.170991375332115e-10
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,9.5367431640625e-07,0.5825971579390108,0.0005689425370498152,4,1.0422622791870901,1.047162212453192,1.0422622791870904,2.1304100643286683e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,9.5367431640625e-07,0.5825971579390108,0.0005689425370498152,8,1.0422622791870901,1.047162212453192,1.0422622791870901,0.0
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,9.5367431640625e-07,0.5825971579390108,0.0005689425370498152,16,1.0422622791870901,1.047162212453192,1.0422622791870901,0.0
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,2.384185791015625e-07,0.5825971579390108,0.0002844712685249076,0,1.0422622791870901,1.0447126995009406,1.0447126995009406,0.0023510591938160266
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,2.384185791015625e-07,0.5825971579390108,0.0002844712685249076,1,1.0422622791870901,1.0447126995009406,1.0422627329874372,4.3539937704710955e-07
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,2.384185791015625e-07,0.5825971579390108,0.0002844712685249076,2,1.0422622791870901,1.0447126995009406,1.0422622793066698,1.1473089056334966e-10
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,2.384185791015625e-07,0.5825971579390108,0.0002844712685249076,4,1.0422622791870901,1.0447126995009406,1.0422622791870895,6.391230192986005e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,2.384185791015625e-07,0.5825971579390108,0.0002844712685249076,8,1.0422622791870901,1.0447126995009406,1.0422622791870895,6.391230192986005e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,2.384185791015625e-07,0.5825971579390108,0.0002844712685249076,16,1.0422622791870901,1.0447126995009406,1.0422622791870895,6.391230192986005e-16
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,5.960464477539063e-08,0.5825971579390108,0.0001422356342624538,0,1.0422622791870901,1.0434876028090485,1.0434876028090485,0.0011756384610925978
perturbed_ellipse,smooth anisotropic finite Laurent map,2048,32768,0.001,5.960464477539063e-08,0.5825971579390108,0.0001422356342624538,1,1.0422622791870901,1.0434876028090485,1.0422623926670747,1.0887852970069106e-07
