shape,family,n,operation,ms,build_ms,work_units_reported,fft_work_units_estimate,generated_q_residual,dense_q_matrix_stored
eccentric_ellipse,closed_form_conic,1024,pde_poisson,1.8415419617667794,11.249291012063622,1024,10240,2.330766330806144e-14,False
eccentric_ellipse,closed_form_conic,1024,pde_helmholtz,1.85104098636657,11.249291012063622,1024,10240,2.3317520601272852e-14,False
eccentric_ellipse,closed_form_conic,1024,pde_wave,1.8656660104170442,11.249291012063622,1024,10240,2.3377741542790605e-14,False
eccentric_ellipse,closed_form_conic,1024,q_bgk4,4.555125022307038,0.0,10240,10240,4.488299902893364e-15,False
eccentric_ellipse,closed_form_conic,1024,pde_batch_all5,9.310290915891528,11.249291012063622,5120,51200,2.2038441473063367e-13,False
eccentric_ellipse,closed_form_conic,2048,pde_laplace_dtn,3.987874952144921,22.853084024973214,2048,22528,5.755085751359921e-13,False
eccentric_ellipse,closed_form_conic,2048,pde_heat,3.8735830457881093,22.853084024973214,2048,22528,4.361495888494168e-15,False
eccentric_ellipse,closed_form_conic,2048,pde_poisson,3.8641670253127813,22.853084024973214,2048,22528,4.473466952772953e-15,False
eccentric_ellipse,closed_form_conic,2048,pde_helmholtz,3.8597501115873456,22.853084024973214,2048,22528,4.368601439145159e-15,False
eccentric_ellipse,closed_form_conic,2048,pde_wave,3.9034170331433415,22.853084024973214,2048,22528,4.303120535208859e-15,False
eccentric_ellipse,closed_form_conic,2048,q_bgk4,9.169999975711107,0.0,22528,22528,4.488299902893365e-16,False
eccentric_ellipse,closed_form_conic,2048,pde_batch_all5,19.4887921679765,22.853084024973214,10240,112640,5.755085751359921e-13,False
eccentric_ellipse,closed_form_conic,4096,pde_laplace_dtn,8.137458004057407,44.894165941514075,4096,49152,3.5714850082971786e-12,False
eccentric_ellipse,closed_form_conic,4096,pde_heat,8.051125099882483,44.894165941514075,4096,49152,5.954635734045134e-14,False
