shape,family,n,operation,ms,build_ms,work_units_reported,fft_work_units_estimate,generated_q_residual,dense_q_matrix_stored
golden_ellipse,closed_form_conic,4096,pde_laplace_dtn,8.229084080085158,44.55262504052371,4096,49152,3.5764322119833934e-12,False
golden_ellipse,closed_form_conic,4096,pde_heat,8.14429100137204,44.55262504052371,4096,49152,5.954635734045134e-14,False
golden_ellipse,closed_form_conic,4096,pde_poisson,8.084832923486829,44.55262504052371,4096,49152,5.947206160698825e-14,False
golden_ellipse,closed_form_conic,4096,pde_helmholtz,8.148291031830013,44.55262504052371,4096,49152,5.949982945127085e-14,False
golden_ellipse,closed_form_conic,4096,pde_wave,8.154041948728263,44.55262504052371,4096,49152,5.963420112697772e-14,False
golden_ellipse,closed_form_conic,4096,q_bgk4,18.096750020049512,0.0,49152,49152,5.718824080037455e-16,False
golden_ellipse,closed_form_conic,4096,pde_batch_all5,40.7605409855023,44.55262504052371,20480,245760,3.5764322119833934e-12,False
eccentric_ellipse,closed_form_conic,256,pde_laplace_dtn,0.48391707241535187,3.025125013664365,256,2048,2.6959745563471374e-14,False
eccentric_ellipse,closed_form_conic,256,pde_heat,0.4484590608626604,3.025125013664365,256,2048,6.535229694528463e-15,False
eccentric_ellipse,closed_form_conic,256,pde_poisson,0.4419590113684535,3.025125013664365,256,2048,6.5567993742798864e-15,False
eccentric_ellipse,closed_form_conic,256,pde_helmholtz,0.4449170082807541,3.025125013664365,256,2048,6.5746063977243655e-15,False
eccentric_ellipse,closed_form_conic,256,pde_wave,0.4457089817151427,3.025125013664365,256,2048,6.517710887362198e-15,False
eccentric_ellipse,closed_form_conic,256,q_bgk4,1.1311250273138285,0.0,2048,2048,3.7402499190778035e-15,False
eccentric_ellipse,closed_form_conic,256,pde_batch_all5,2.2649611346423626,3.025125013664365,1280,10240,2.6959745563471374e-14,False
eccentric_ellipse,closed_form_conic,512,pde_laplace_dtn,0.9257500059902668,5.605833954177797,512,4608,6.956428720697546e-14,False
eccentric_ellipse,closed_form_conic,512,pde_heat,0.9104999480769038,5.605833954177797,512,4608,1.2387223989318853e-14,False
eccentric_ellipse,closed_form_conic,512,pde_poisson,0.9055419359356165,5.605833954177797,512,4608,1.2282178312589265e-14,False
eccentric_ellipse,closed_form_conic,512,pde_helmholtz,0.9176250314339995,5.605833954177797,512,4608,1.2378406212799454e-14,False
eccentric_ellipse,closed_form_conic,512,pde_wave,0.9280829690396786,5.605833954177797,512,4608,1.2490605523502077e-14,False
eccentric_ellipse,closed_form_conic,512,q_bgk4,2.257209038361907,0.0,4608,4608,4.7875198964195885e-15,False
eccentric_ellipse,closed_form_conic,512,pde_batch_all5,4.587499890476465,5.605833954177797,2560,23040,6.956428720697546e-14,False
eccentric_ellipse,closed_form_conic,1024,pde_laplace_dtn,1.8781250109896064,11.249291012063622,1024,10240,2.2038441473063367e-13,False
eccentric_ellipse,closed_form_conic,1024,pde_heat,1.8739169463515282,11.249291012063622,1024,10240,2.3347882234590553e-14,False
