nodes,compile_ms,apply_ms,reference_ms,exact_pair_fraction
26,131.71433299430646,86.88491702196188,0.22300001000985503,1.0
56,233.47825001110323,186.26833299640566,1.0560000082477927,1.0
98,443.7810000090394,387.7195829991251,3.083666000748053,0.9936881969282558
152,1562.6289999927394,1192.0300839992706,7.411458995193243,0.6524050191704427
218,2232.5871250068303,1661.6118749952875,15.160957991611212,0.609732380670528
