nodes,compile_ms,apply_ms,reference_ms,exact_pair_fraction
128,786.325459019281,602.3821249837056,,0.39763779527559057
256,1990.4594999970868,1498.8960000046063,,0.4137254901960784
512,8403.829332994064,5726.530499989167,,0.22884050880626222
1024,27055.459166993387,18016.405416012276,,0.13834921798631475
