m,arc_step,chord_step,arc_minus_chord,relative_chord_arc_defect,inverse_square_arc,inverse_square_chord,relative_inverse_square_defect
16.0,0.39269908169872414,0.3901806440322565,0.0025184376664676433,0.006413148855794295,6.484555753109618,6.568535592272046,0.012950746721879458
32.0,0.19634954084936207,0.1960342806591212,0.0003152601902408625,0.0016056069643815862,25.93822301243847,26.021717229954362,0.003218964440079519
64.0,0.09817477042468103,0.09813534865483603,3.9421769845005006e-05,0.0004015468503208683,103.75289204975388,103.83626555797538,0.0008035776793722249
128.0,0.04908738521234052,0.049082457045824576,4.92816651594119e-06,0.00010039578385817655,415.0115681990155,415.0949115731897,0.00020082180970470986
256.0,0.02454369260617026,0.02454307657143985,6.160347304079439e-07,2.5099512949941093e-05,1660.046272796062,1660.1296086394257,5.0200915919784705e-05
512.0,0.01227184630308513,0.01227176929830895,7.700477617882118e-08,6.274913674518744e-06,6640.185091184248,6640.268425145078,1.2549945473727675e-05
1024.0,0.006135923151542565,0.006135913525931952,9.625610612393198e-09,1.5687306334619478e-06,26560.740364736994,26560.823698227203,3.137468649772046e-06
2048.0,0.0030679615757712823,0.003067960372569531,1.203201751339561e-09,3.921827968256341e-07,106242.96145894798,106243.04479232054,7.843660549955445e-07
4096.0,0.0015339807878856412,0.001533980637485409,1.5040023219892174e-10,9.804570786458515e-08,424971.8458357919,424971.92916913505,1.9609144463750283e-07
