n,paths,continuous_brownian_max,spitzer_exact_discrete_max,bgk_approx_discrete_max,monte_carlo_mean,monte_carlo_stderr,exact_endpoint_defect,monte_carlo_endpoint_defect,exact_beta_estimate,monte_carlo_beta_estimate,exact_zeta_half_estimate,monte_carlo_zeta_half_estimate,exact_bgk_residual,monte_carlo_minus_spitzer
64.0,20000.0,6.383076486422923,5.825380755498457,5.800479328483912,5.818261453618008,0.03454597744024155,-0.5576957309244666,-0.5648150328049155,0.5576957309244666,0.5648150328049155,-1.3979358877762702,-1.4157813311654373,0.024901427014544453,-0.007119301880448958
128.0,12000.0,9.0270333367641,8.462055624888283,8.44443617882509,8.429200082205828,0.06171213133678742,-0.5649777118758177,-0.5978332545582727,0.5649777118758177,0.5978332545582727,-1.4161891071242512,-1.4985457393904387,0.017619446063193323,-0.03285554268245505
256.0,8000.0,12.766152972845846,12.196018702922515,12.183555814906835,12.302042329406781,0.1094263183901512,-0.5701342699233312,-0.4641106434390654,0.5701342699233312,0.4641106434390654,-1.4291146813259246,-1.1633528614015478,0.012462888015679852,0.10602362648426578
512.0,5000.0,18.0540666735282,17.48028354302416,17.47146951558919,17.65232364264553,0.19509753662440427,-0.5737831305040402,-0.4017430308826704,0.5737831305040402,0.4017430308826704,-1.4382610184277163,-1.0070204403464567,0.008814027434969063,0.1720400996213698
1024.0,3000.0,25.532305945691693,24.955941753602644,24.949708787752684,24.868144334733927,0.34887792788148064,-0.5763641920890485,-0.6641616109577662,0.5763641920890485,0.6641616109577662,-1.4447307803752623,-1.664806272951211,0.006232965849960692,-0.08779741886871761
2048.0,1500.0,36.1081333470564,35.52994374088782,35.52553618911739,35.950552974640615,0.7174579661776924,-0.5781896061685785,-0.15758037241578648,0.5781896061685785,0.15758037241578648,-1.4493064149199215,-0.39499541702429336,0.0044075517704342815,0.420609233752792
