operator,n_meridian,n_theta,n_nodes,degree,order,eigenvalue,continuum_target,dtn_target,relative_error_to_continuum,relative_error_to_dtn,relative_residual_to_continuum,batch_apply_ms,dense_matrix_stored
inverse_cube_raw,16,32,512,3,2,2.715261728904457,3.0,3.0,0.09491275703184761,0.09491275703184761,0.11876746080902875,7.456457999069244,False
inverse_cube_raw,16,32,512,3,3,2.6674351628926063,3.0,3.0,0.11085494570246457,0.11085494570246457,0.11394061657280954,7.456457999069244,False
inverse_cube_raw,16,32,512,4,0,3.3680982669026256,4.0,4.0,0.1579754332743436,0.1579754332743436,0.15815363501822066,7.456457999069244,False
inverse_cube_raw,16,32,512,4,1,3.5729114578833814,4.0,4.0,0.10677213552915465,0.10677213552915465,0.2316470386628767,7.456457999069244,False
inverse_cube_raw,16,32,512,4,2,3.5413040441851114,4.0,4.0,0.11467398895372216,0.11467398895372216,0.14973991550827415,7.456457999069244,False
inverse_cube_raw,16,32,512,4,3,3.4980846747907406,4.0,4.0,0.12547883130231485,0.12547883130231485,0.13313260866347063,7.456457999069244,False
inverse_cube_raw,16,32,512,4,4,3.4324972937422547,4.0,4.0,0.14187567656443634,0.14187567656443634,0.14337864699918298,7.456457999069244,False
inverse_cube_raw,16,32,512,5,0,4.052939608356721,5.0,5.0,0.18941207832865584,0.18941207832865584,0.18962773683307324,7.456457999069244,False
inverse_cube_raw,16,32,512,5,1,4.346088255568431,5.0,5.0,0.13078234888631374,0.13078234888631374,0.25420262970396473,7.456457999069244,False
inverse_cube_raw,16,32,512,5,2,4.318707139909062,5.0,5.0,0.1362585720181876,0.1362585720181876,0.181968531896468,7.456457999069244,False
inverse_cube_raw,16,32,512,5,3,4.283374375331975,5.0,5.0,0.14332512493360508,0.14332512493360508,0.15659361778438932,7.456457999069244,False
inverse_cube_raw,16,32,512,5,4,4.221433276643081,5.0,5.0,0.15571334467138379,0.15571334467138379,0.15980647767574205,7.456457999069244,False
inverse_cube_raw,16,32,512,5,5,4.136800876302047,5.0,5.0,0.1726398247395906,0.1726398247395906,0.173554052290833,7.456457999069244,False
inverse_cube_raw,16,32,512,6,0,4.675035923624366,6.0,6.0,0.2208273460626057,0.2208273460626057,0.2210962828969066,7.456457999069244,False
inverse_cube_raw,16,32,512,6,1,5.068517479566817,6.0,6.0,0.15524708673886378,0.15524708673886378,0.27629348269521464,7.456457999069244,False
