shape,family,problem,method,label,competitor_class,n,mode,time_big_o,storage_big_o,shared_circle_solve_ms,shape_pullback_ms,shape_repay_ms,standalone_shape_pde_ms,batched_problem_shape_ms,full_suite_amortized_ms,timing_scope,relative_l2_vs_generated_q,relative_l2_vs_production_q,relative_l2_vs_continuum,dense_matrix_stored
crescent_teardrop,near_cusp_smooth,wave,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.4972500028088689,0.09887502528727055,0.11733302380889654,0.713458051905036,0.2369267992132033,0.15782677898338687,circle_solve_shared_across_shapes,1.5674912741435861e-15,1.5674912741435861e-15,1.5674912741435861e-15,False
crescent_teardrop,near_cusp_smooth,laplace_dtn,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.4842499038204551,0.09887502528727055,0.1129580195993185,0.6960829487070441,0.23201012421244133,0.1529101039826249,circle_solve_shared_across_shapes,0.02734375000000001,0.02734375000000001,0.02734375000000001,False
crescent_teardrop,near_cusp_smooth,heat,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.49462507013231516,0.09887502528727055,0.1123339170590043,0.70583401247859,0.23181832026845467,0.15271830003863823,circle_solve_shared_across_shapes,0.03307424681857621,0.03307424681857621,0.03307424681857621,False
crescent_teardrop,near_cusp_smooth,poisson,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5021669203415513,0.09887502528727055,0.11308409739285707,0.7141260430216789,0.23288274436102557,0.15378272413120914,circle_solve_shared_across_shapes,0.02673796791443852,0.02673796791443852,0.02673796791443852,False
crescent_teardrop,near_cusp_smooth,helmholtz,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5014169728383422,0.09887502528727055,0.11333299335092306,0.7136249914765358,0.23310039250645787,0.15400037227664143,circle_solve_shared_across_shapes,0.08090901492009196,0.08090901492009196,0.08090901492009196,False
crescent_teardrop,near_cusp_smooth,wave,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.503125018440187,0.09887502528727055,0.11433300096541643,0.716333044692874,0.2341715686876948,0.15507154845787835,circle_solve_shared_across_shapes,0.0483942999104546,0.0483942999104546,0.0483942999104546,False
crescent_teardrop,near_cusp_smooth,laplace_dtn,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.15633399039507,0.09887502528727055,0.11241703759878874,19.36762605328113,1.0094726458191872,0.9303726255893707,circle_solve_shared_across_shapes,2.4579987676529355e-13,2.4579987676529355e-13,2.4579987676529355e-13,False
crescent_teardrop,near_cusp_smooth,heat,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.363207975402474,0.09887502528727055,0.11025008279830217,19.572333083488047,1.015925440394009,0.9368254201641927,circle_solve_shared_across_shapes,3.6013371407245695e-14,3.6013371407245695e-14,3.6013371407245695e-14,False
crescent_teardrop,near_cusp_smooth,poisson,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.61858302820474,0.09887502528727055,0.114459078758955,19.831917132250965,1.0307750635547563,0.9516750433249399,circle_solve_shared_across_shapes,3.691708531190841e-14,3.691708531190841e-14,3.691708531190841e-14,False
crescent_teardrop,near_cusp_smooth,helmholtz,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.039083970710635,0.09887502528727055,0.10658300016075373,19.24454199615866,0.9987531908943007,0.9196531706644843,circle_solve_shared_across_shapes,4.783794179756734e-14,4.783794179756734e-14,4.783794179756734e-14,False
crescent_teardrop,near_cusp_smooth,wave,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.42508399952203,0.09887502528727055,0.1080420333892107,19.63200105819851,1.0162955586565658,0.9371955384267494,circle_solve_shared_across_shapes,4.961999111367503e-14,4.961999111367503e-14,4.961999111367503e-14,False
crescent_teardrop,near_cusp_smooth,laplace_dtn,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5264159990474582,0.09887502528727055,0.11129199992865324,0.736583024263382,0.23210102517623454,0.1530010049464181,circle_solve_shared_across_shapes,0.0012294316897352728,0.0012294316897352728,0.0012294316897352728,False
crescent_teardrop,near_cusp_smooth,heat,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5329580744728446,0.09887502528727055,0.11195801198482513,0.7437911117449403,0.2330396237084642,0.15393960347864777,circle_solve_shared_across_shapes,0.001464094452083877,0.001464094452083877,0.001464094452083877,False
crescent_teardrop,near_cusp_smooth,poisson,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5090000340715051,0.09887502528727055,0.11566700413823128,0.7235420634970069,0.23575036417848122,0.15665034394866478,circle_solve_shared_across_shapes,0.001172259907823474,0.001172259907823474,0.001172259907823474,False
crescent_teardrop,near_cusp_smooth,helmholtz,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5377499619498849,0.09887502528727055,0.111832981929183,0.7484579691663384,0.2331142556310321,0.15401423540121567,circle_solve_shared_across_shapes,0.0034217569276260473,0.0034217569276260473,0.0034217569276260473,False
crescent_teardrop,near_cusp_smooth,wave,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5216669524088502,0.09887502528727055,0.11337501928210258,0.7339169969782233,0.23398616758640856,0.15488614735659212,circle_solve_shared_across_shapes,0.002143784123349733,0.002143784123349733,0.002143784123349733,False
peanut,pinched_smooth,laplace_dtn,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.499167013913393,0.099916011095047,0.11095800437033176,0.7100410293787718,0.2316726410451035,0.1517398321690659,circle_solve_shared_across_shapes,1.699518728540951e-14,1.699518728540951e-14,1.699518728540951e-14,False
peanut,pinched_smooth,heat,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.5082499701529741,0.099916011095047,0.11608295608311892,0.72424893733114,0.23717604926787317,0.15724324039183557,circle_solve_shared_across_shapes,1.3693691026166281e-15,1.3693691026166281e-15,1.3693691026166281e-15,False
peanut,pinched_smooth,poisson,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.4906250396743417,0.099916011095047,0.11404103133827448,0.7045820821076632,0.23439975241975236,0.15446694354371476,circle_solve_shared_across_shapes,1.3677053711095263e-15,1.3677053711095263e-15,1.3677053711095263e-15,False
peanut,pinched_smooth,helmholtz,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.5066660232841969,0.099916011095047,0.11337501928210258,0.7199570536613464,0.2344021146806578,0.1544693058046202,circle_solve_shared_across_shapes,2.1682844512358084e-15,2.1682844512358084e-15,2.1682844512358084e-15,False
peanut,pinched_smooth,wave,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.4972500028088689,0.099916011095047,0.11608295608311892,0.7132489699870348,0.23671771729520213,0.15678490841916454,circle_solve_shared_across_shapes,1.5839060662744758e-15,1.5839060662744758e-15,1.5839060662744758e-15,False
peanut,pinched_smooth,laplace_dtn,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.4842499038204551,0.099916011095047,0.11316698510199785,0.6973329000174999,0.23326007552289713,0.15332726664685953,circle_solve_shared_across_shapes,0.027343749999999972,0.027343749999999972,0.027343749999999972,False
peanut,pinched_smooth,heat,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.49462507013231516,0.099916011095047,0.11312507558614016,0.7076661568135023,0.23365046460336697,0.15371765572732937,circle_solve_shared_across_shapes,0.03307424681857613,0.03307424681857613,0.03307424681857613,False
peanut,pinched_smooth,poisson,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5021669203415513,0.099916011095047,0.11995900422334671,0.722041935659945,0.24079863699929166,0.16086582812325406,circle_solve_shared_across_shapes,0.026737967914438426,0.026737967914438426,0.026737967914438426,False
peanut,pinched_smooth,helmholtz,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5014169728383422,0.099916011095047,0.12324994895607233,0.7245829328894615,0.24405833391938359,0.164125525043346,circle_solve_shared_across_shapes,0.08090901492009193,0.08090901492009193,0.08090901492009193,False
peanut,pinched_smooth,wave,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.503125018440187,0.099916011095047,0.11799996718764305,0.721040996722877,0.23887952071769786,0.15894671184166026,circle_solve_shared_across_shapes,0.04839429991045454,0.04839429991045454,0.04839429991045454,False
peanut,pinched_smooth,laplace_dtn,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.15633399039507,0.099916011095047,0.11191598605364561,19.36816598754376,1.0100125800818205,0.9300797712057829,circle_solve_shared_across_shapes,2.548655890173933e-13,2.548655890173933e-13,2.548655890173933e-13,False
peanut,pinched_smooth,heat,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.363207975402474,0.099916011095047,0.11083309073001146,19.573957077227533,1.0175494341334947,0.9376166252574573,circle_solve_shared_across_shapes,3.7792088862700695e-14,3.7792088862700695e-14,3.7792088862700695e-14,False
peanut,pinched_smooth,poisson,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.61858302820474,0.099916011095047,0.11550006456673145,19.833999103866518,1.0328570351703092,0.9529242262942716,circle_solve_shared_across_shapes,3.8886061991831504e-14,3.8886061991831504e-14,3.8886061991831504e-14,False
peanut,pinched_smooth,helmholtz,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.039083970710635,0.099916011095047,0.10991690214723349,19.248916883952916,1.0031280786885568,0.9231952698125193,circle_solve_shared_across_shapes,5.418482085960457e-14,5.418482085960457e-14,5.418482085960457e-14,False
peanut,pinched_smooth,wave,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.42508399952203,0.099916011095047,0.11483300477266312,19.63983301538974,1.0241275158477947,0.9441947069717571,circle_solve_shared_across_shapes,5.4185596371758734e-14,5.4185596371758734e-14,5.4185596371758734e-14,False
peanut,pinched_smooth,laplace_dtn,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5264159990474582,0.099916011095047,0.11475000064820051,0.7410820107907057,0.23660001170355827,0.15666720282752067,circle_solve_shared_across_shapes,0.0012294316897352381,0.0012294316897352381,0.0012294316897352381,False
peanut,pinched_smooth,heat,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5329580744728446,0.099916011095047,0.11237501166760921,0.7452490972355008,0.23449760919902474,0.15456480032298714,circle_solve_shared_across_shapes,0.0014640944520837918,0.0014640944520837918,0.0014640944520837918,False
peanut,pinched_smooth,poisson,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5090000340715051,0.099916011095047,0.11620810255408287,0.7251241477206349,0.23733244840210926,0.15739963952607167,circle_solve_shared_across_shapes,0.0011722599078233572,0.0011722599078233572,0.0011722599078233572,False
peanut,pinched_smooth,helmholtz,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5377499619498849,0.099916011095047,0.12037495616823435,0.7580409292131662,0.2426972156778599,0.1627644068018223,circle_solve_shared_across_shapes,0.0034217569276261076,0.0034217569276261076,0.0034217569276261076,False
peanut,pinched_smooth,wave,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5216669524088502,0.099916011095047,0.11666701175272465,0.7382499752566218,0.23831914586480707,0.15838633698876947,circle_solve_shared_across_shapes,0.002143784123349673,0.002143784123349673,0.002143784123349673,False
high_frequency_gear,smooth_high_frequency,laplace_dtn,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.499167013913393,0.10279205162078142,0.1139170490205288,0.7158761145547032,0.23750772622103494,0.1552740849244098,circle_solve_shared_across_shapes,1.4224204743585608e-14,1.4224204743585608e-14,1.4224204743585608e-14,False
high_frequency_gear,smooth_high_frequency,heat,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.5082499701529741,0.10279205162078142,0.11554092634469271,0.7265829481184483,0.23951006005518138,0.15727641875855625,circle_solve_shared_across_shapes,1.2396577950913987e-15,1.2396577950913987e-15,1.2396577950913987e-15,False
high_frequency_gear,smooth_high_frequency,poisson,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.4906250396743417,0.10279205162078142,0.11254101991653442,0.7059581112116575,0.23577578152374673,0.1535421402271216,circle_solve_shared_across_shapes,1.2650940712001955e-15,1.2650940712001955e-15,1.2650940712001955e-15,False
high_frequency_gear,smooth_high_frequency,helmholtz,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.5066660232841969,0.10279205162078142,0.11195801198482513,0.7214160868898034,0.23586114790911478,0.15362750661248964,circle_solve_shared_across_shapes,2.1902070792167604e-15,2.1902070792167604e-15,2.1902070792167604e-15,False
high_frequency_gear,smooth_high_frequency,wave,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.4972500028088689,0.10279205162078142,0.1176249934360385,0.7176670478656888,0.24113579517385614,0.158902153877231,circle_solve_shared_across_shapes,1.5554594716325e-15,1.5554594716325e-15,1.5554594716325e-15,False
high_frequency_gear,smooth_high_frequency,laplace_dtn,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.4842499038204551,0.10279205162078142,0.11383299715816975,0.7008749525994062,0.23680212810480344,0.1545684868081783,circle_solve_shared_across_shapes,0.02734374999999984,0.02734374999999984,0.02734374999999984,False
high_frequency_gear,smooth_high_frequency,heat,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.49462507013231516,0.10279205162078142,0.11283298954367638,0.710250111296773,0.23623441908663761,0.15400077779001248,circle_solve_shared_across_shapes,0.03307424681857597,0.03307424681857597,0.03307424681857597,False
high_frequency_gear,smooth_high_frequency,poisson,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5021669203415513,0.10279205162078142,0.11304102372378111,0.7179999956861138,0.23675669702546048,0.15452305572883535,circle_solve_shared_across_shapes,0.026737967914438256,0.026737967914438256,0.026737967914438256,False
high_frequency_gear,smooth_high_frequency,helmholtz,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5014169728383422,0.10279205162078142,0.11487503070384264,0.7190840551629663,0.23855945619288832,0.15632581489626318,circle_solve_shared_across_shapes,0.08090901492009216,0.08090901492009216,0.08090901492009216,False
high_frequency_gear,smooth_high_frequency,wave,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.503125018440187,0.10279205162078142,0.11408294085413218,0.7200000109151006,0.2378385349099214,0.15560489361329627,circle_solve_shared_across_shapes,0.048394299910454394,0.048394299910454394,0.048394299910454394,False
high_frequency_gear,smooth_high_frequency,laplace_dtn,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.15633399039507,0.10279205162078142,0.11212495155632496,19.371250993572176,1.0130975861102343,0.9308639448136091,circle_solve_shared_across_shapes,2.551550305754458e-13,2.551550305754458e-13,2.551550305754458e-13,False
high_frequency_gear,smooth_high_frequency,heat,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.363207975402474,0.10279205162078142,0.10991701856255531,19.57591704558581,1.019509402491773,0.937275761195148,circle_solve_shared_across_shapes,3.9588193780627755e-14,3.9588193780627755e-14,3.9588193780627755e-14,False
high_frequency_gear,smooth_high_frequency,poisson,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.61858302820474,0.10279205162078142,0.110417022369802,19.831792102195323,1.0306500334991142,0.9484163922024891,circle_solve_shared_across_shapes,4.0478117303833217e-14,4.0478117303833217e-14,4.0478117303833217e-14,False
high_frequency_gear,smooth_high_frequency,helmholtz,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.039083970710635,0.10279205162078142,0.10970898438245058,19.251585006713867,1.0057962014495083,0.9235625601528833,circle_solve_shared_across_shapes,5.2340979761974476e-14,5.2340979761974476e-14,5.2340979761974476e-14,False
high_frequency_gear,smooth_high_frequency,wave,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.42508399952203,0.10279205162078142,0.1105000264942646,19.638376077637076,1.0226705780951306,0.9404369367985055,circle_solve_shared_across_shapes,5.463743445701271e-14,5.463743445701271e-14,5.463743445701271e-14,False
high_frequency_gear,smooth_high_frequency,laplace_dtn,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5264159990474582,0.10279205162078142,0.12766709551215172,0.7568751461803913,0.2523931470932439,0.17015950579661876,circle_solve_shared_across_shapes,0.0012294316897350532,0.0012294316897350532,0.0012294316897350532,False
high_frequency_gear,smooth_high_frequency,heat,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5329580744728446,0.10279205162078142,0.11862500105053186,0.7543751271441579,0.2436236391076818,0.16138999781105667,circle_solve_shared_across_shapes,0.001464094452083641,0.001464094452083641,0.001464094452083641,False
high_frequency_gear,smooth_high_frequency,poisson,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5090000340715051,0.10279205162078142,0.11341704521328211,0.7252091309055686,0.23741743158704293,0.1551837902904178,circle_solve_shared_across_shapes,0.0011722599078231905,0.0011722599078231905,0.0011722599078231905,False
high_frequency_gear,smooth_high_frequency,helmholtz,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5377499619498849,0.10279205162078142,0.11291704140603542,0.7534590549767017,0.23811534144139537,0.15588170014477026,circle_solve_shared_across_shapes,0.0034217569276263527,0.0034217569276263527,0.0034217569276263527,False
high_frequency_gear,smooth_high_frequency,wave,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5216669524088502,0.10279205162078142,0.1124159898608923,0.7368749938905239,0.23694416449870914,0.154710523202084,circle_solve_shared_across_shapes,0.002143784123349525,0.002143784123349525,0.002143784123349525,False
rotated_mixed,complex_coefficients,laplace_dtn,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.499167013913393,0.12787501327693462,0.11133402585983276,0.7383760530501604,0.26000766471649206,0.15770765409494442,circle_solve_shared_across_shapes,1.4080385614367203e-14,1.4080385614367203e-14,1.4080385614367203e-14,False
rotated_mixed,complex_coefficients,heat,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.5082499701529741,0.12787501327693462,0.11441600508987904,0.7505409885197878,0.2634681004565209,0.16116808983497322,circle_solve_shared_across_shapes,1.2309692873051045e-15,1.2309692873051045e-15,1.2309692873051045e-15,False
rotated_mixed,complex_coefficients,poisson,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.4906250396743417,0.12787501327693462,0.1115420600399375,0.7300421129912138,0.25985978330330306,0.1575597726817553,circle_solve_shared_across_shapes,1.2765540754875703e-15,1.2765540754875703e-15,1.2765540754875703e-15,False
rotated_mixed,complex_coefficients,helmholtz,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.5066660232841969,0.12787501327693462,0.11341704521328211,0.7479580817744136,0.2624031427937249,0.16010313217217725,circle_solve_shared_across_shapes,1.9925531738989196e-15,1.9925531738989196e-15,1.9925531738989196e-15,False
rotated_mixed,complex_coefficients,wave,q_fft_repaid_production,final repaid Q spectrum + custom FFT,new_q,256,7,O(n log n),O(n),0.4972500028088689,0.12787501327693462,0.11420808732509613,0.7393331034108996,0.2628018507190669,0.16050184009751928,circle_solve_shared_across_shapes,1.5452303164588273e-15,1.5452303164588273e-15,1.5452303164588273e-15,False
rotated_mixed,complex_coefficients,laplace_dtn,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.4842499038204551,0.12787501327693462,0.11129106860607862,0.7234159857034683,0.2593431612088656,0.15704315058731783,circle_solve_shared_across_shapes,0.02734375000000001,0.02734375000000001,0.02734375000000001,False
rotated_mixed,complex_coefficients,heat,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.49462507013231516,0.12787501327693462,0.11354207526892424,0.736042158678174,0.2620264664680386,0.15972645584649098,circle_solve_shared_across_shapes,0.03307424681857619,0.03307424681857619,0.03307424681857619,False
rotated_mixed,complex_coefficients,poisson,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5021669203415513,0.12787501327693462,0.11154194362461567,0.7415838772431016,0.2603405785824483,0.15804056796090055,circle_solve_shared_across_shapes,0.026737967914438488,0.026737967914438488,0.026737967914438488,False
rotated_mixed,complex_coefficients,helmholtz,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.5014169728383422,0.12787501327693462,0.11737504974007607,0.7466670358553529,0.26614243688527495,0.16384242626372725,circle_solve_shared_across_shapes,0.08090901492009157,0.08090901492009157,0.08090901492009157,False
rotated_mixed,complex_coefficients,wave,raw_cycle_q_diagnostic,raw finite-cycle Q diagnostic + custom FFT,q_finite_cycle_diagnostic,256,7,O(n log n),O(n),0.503125018440187,0.12787501327693462,0.11641602031886578,0.7474160520359874,0.26525457603080815,0.1629545654092605,circle_solve_shared_across_shapes,0.04839429991045459,0.04839429991045459,0.04839429991045459,False
rotated_mixed,complex_coefficients,laplace_dtn,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.15633399039507,0.12787501327693462,0.11229095980525017,19.396499963477254,1.0383465560153127,0.936046545393765,circle_solve_shared_across_shapes,2.570523060758255e-13,2.570523060758255e-13,2.570523060758255e-13,False
rotated_mixed,complex_coefficients,heat,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.363207975402474,0.12787501327693462,0.11058291420340538,19.601665902882814,1.0452582597887763,0.9429582491672287,circle_solve_shared_across_shapes,3.635770114725936e-14,3.635770114725936e-14,3.635770114725936e-14,False
rotated_mixed,complex_coefficients,poisson,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.61858302820474,0.12787501327693462,0.1105000264942646,19.85695806797594,1.05581599927973,0.9535159886581823,circle_solve_shared_across_shapes,3.7337575314312196e-14,3.7337575314312196e-14,3.7337575314312196e-14,False
rotated_mixed,complex_coefficients,helmholtz,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.039083970710635,0.12787501327693462,0.10916602332144976,19.27612500730902,1.0303362020446607,0.9280361914231131,circle_solve_shared_across_shapes,5.053024519903496e-14,5.053024519903496e-14,5.053024519903496e-14,False
rotated_mixed,complex_coefficients,wave,direct_naive_dft_repaid,direct repaid Q spectrum via naive DFT,dense_time_not_dense_storage,256,7,O(n^2),O(n),19.42508399952203,0.12787501327693462,0.11124997399747372,19.66420898679644,1.048503487254493,0.9462034766329452,circle_solve_shared_across_shapes,5.2453522474449546e-14,5.2453522474449546e-14,5.2453522474449546e-14,False
rotated_mixed,complex_coefficients,laplace_dtn,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5264159990474582,0.12787501327693462,0.11845899280160666,0.7727500051259995,0.26826800603885204,0.16596799541730434,circle_solve_shared_across_shapes,0.0012294316897352635,0.0012294316897352635,0.0012294316897352635,False
rotated_mixed,complex_coefficients,heat,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5329580744728446,0.12787501327693462,0.11204194743186235,0.7728750351816416,0.2621235471451655,0.1598235365236178,circle_solve_shared_across_shapes,0.0014640944520838352,0.0014640944520838352,0.0014640944520838352,False
rotated_mixed,complex_coefficients,poisson,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5090000340715051,0.12787501327693462,0.1140419626608491,0.7509170100092888,0.26312531069076306,0.16082530006921542,circle_solve_shared_across_shapes,0.0011722599078234327,0.0011722599078234327,0.0011722599078234327,False
rotated_mixed,complex_coefficients,helmholtz,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5377499619498849,0.12787501327693462,0.11354195885360241,0.7791669340804219,0.26382322054511553,0.1615232099235679,circle_solve_shared_across_shapes,0.003421756927625745,0.003421756927625745,0.003421756927625745,False
rotated_mixed,complex_coefficients,wave,fd_sqrt_laplacian_fft,finite-difference sqrt-Laplacian surrogate + FFT,local_fd_surrogate,256,7,O(n log n),O(n),0.5216669524088502,0.12787501327693462,0.11241703759878874,0.7619590032845736,0.2620281738927588,0.1597281632712111,circle_solve_shared_across_shapes,0.002143784123349728,0.002143784123349728,0.002143784123349728,False
