shape,family,problem,n,mode,generated_q_residual,continuum_rel_error,raw_cycle_diagnostic_rel_error,shared_circle_solve_ms,shape_pullback_ms,shape_repay_ms,standalone_shape_pde_ms,batched_problem_shape_ms,full_suite_amortized_ms,timing_scope,transport,work_model,dense_q_matrix_stored
circle,baseline,laplace_dtn,2048,7,7.044507650729922e-14,7.044507650729922e-14,0.003429691327780512,5.1466659642755985,0.45816705096513033,1.298332936130464,6.903165951371193,1.9709444022737443,1.60441076150164,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
circle,baseline,heat,2048,7,1.3396232341509587e-15,1.3396232341509587e-15,0.004059122214494821,5.113458959385753,0.45816705096513033,1.35004089679569,6.921666907146573,2.0212687377352268,1.6547350969631225,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
circle,baseline,poisson,2048,7,1.7763141866540243e-15,1.7763141866540243e-15,0.0032552083333332975,5.066291894763708,0.45816705096513033,1.2836250243708491,6.808083970099688,1.952887570951134,1.5863539301790297,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
circle,baseline,helmholtz,2048,7,2.4212763484389378e-15,2.4212763484389378e-15,0.009470077622541697,5.167790921404958,0.45816705096513033,1.2644999660551548,6.890457938425243,1.9379916387454919,1.5714579979733876,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
circle,baseline,wave,2048,7,2.26038410679779e-15,2.26038410679779e-15,0.006003256717903049,5.142082925885916,0.45816705096513033,1.3543330132961273,6.954582990147173,2.0267535195065043,1.6602198787344,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
golden_ellipse,closed_form_conic,laplace_dtn,2048,7,7.037243405506219e-14,7.037243405506219e-14,0.0034296913277805253,5.1466659642755985,0.6117499433457851,1.296082977205515,7.054498884826899,2.12227733572945,1.6328773810528219,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
golden_ellipse,closed_form_conic,heat,2048,7,1.3426772011297443e-15,1.3426772011297443e-15,0.004059122214494839,5.113458959385753,0.6117499433457851,1.3421660987660289,7.067375001497567,2.1669768320862204,1.6775768774095923,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
golden_ellipse,closed_form_conic,poisson,2048,7,1.811637522547218e-15,1.811637522547218e-15,0.003255208333333318,5.066291894763708,0.6117499433457851,1.2791251065209508,6.957166944630444,2.1019705454818904,1.6125705908052623,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
golden_ellipse,closed_form_conic,helmholtz,2048,7,2.395127498128812e-15,2.395127498128812e-15,0.009470077622541736,5.167790921404958,0.6117499433457851,1.2590420665219426,7.0385829312726855,2.0861166315929345,1.5967166769163064,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
golden_ellipse,closed_form_conic,wave,2048,7,2.2786457244261522e-15,2.2786457244261522e-15,0.006003256717903072,5.142082925885916,0.6117499433457851,1.3349578948691487,7.08879076410085,2.1609612934601805,1.6715613387835524,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
eccentric_ellipse,closed_form_conic,laplace_dtn,2048,7,7.01209966856507e-14,7.01209966856507e-14,0.003429691327780562,5.1466659642755985,0.6295839557424188,1.278041978366673,7.05429189838469,2.1220703492872417,1.6184031846933067,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
eccentric_ellipse,closed_form_conic,heat,2048,7,1.3522257387763324e-15,1.3522257387763324e-15,0.0040591222144948985,5.113458959385753,0.6295839557424188,1.3205839786678553,7.063626893796027,2.1632287243846804,1.6595615597907454,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
eccentric_ellipse,closed_form_conic,poisson,2048,7,1.8970017177608088e-15,1.8970017177608088e-15,0.003255208333333402,5.066291894763708,0.6295839557424188,1.2755419593304396,6.9714178098365664,2.116221410688013,1.6125542460940778,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
eccentric_ellipse,closed_form_conic,helmholtz,2048,7,2.3336768342996077e-15,2.3336768342996077e-15,0.009470077622541682,5.167790921404958,0.6295839557424188,1.253084046766162,7.0504589239135385,2.0979926242337874,1.5943254596398524,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
eccentric_ellipse,closed_form_conic,wave,2048,7,2.316417271273831e-15,2.316417271273831e-15,0.006003256717903155,5.142082925885916,0.6295839557424188,1.3238330138847232,7.095499895513058,2.1676704248723886,1.6640032602784536,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
three_petal,smooth_nonconvex,laplace_dtn,2048,7,6.731632469494493e-14,6.731632469494493e-14,0.003429691327780599,5.1466659642755985,0.6239160429686308,1.3025410007685423,7.073123008012772,2.140901458915323,1.6417686245404184,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
three_petal,smooth_nonconvex,heat,2048,7,1.273483115517674e-15,1.273483115517674e-15,0.004059122214494928,5.113458959385753,0.6239160429686308,1.3357079587876797,7.073082961142063,2.172684791730717,1.6735519573558122,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
three_petal,smooth_nonconvex,poisson,2048,7,1.840690871312172e-15,1.840690871312172e-15,0.0032552083333334714,5.066291894763708,0.6239160429686308,1.2935830745846033,6.983791012316942,2.1285946131683886,1.629461778793484,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
three_petal,smooth_nonconvex,helmholtz,2048,7,2.270885861285552e-15,2.270885861285552e-15,0.009470077622542516,5.167790921404958,0.6239160429686308,1.2790419859811664,7.070748950354755,2.118282650675004,1.6191498163000992,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
three_petal,smooth_nonconvex,wave,2048,7,2.2320469436394143e-15,2.2320469436394143e-15,0.006003256717903216,5.142082925885916,0.6239160429686308,1.3404169585555792,7.106415927410126,2.1785864567694566,1.679453622394552,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
four_lobed_wiggle,smooth_multiscale,laplace_dtn,2048,7,6.832401951780738e-14,6.832401951780738e-14,0.003429691327780578,5.1466659642755985,0.7899170741438866,1.2830420164391398,7.219625054858625,2.2874035057611763,1.655469846446067,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
four_lobed_wiggle,smooth_multiscale,heat,2048,7,1.3391331409960082e-15,1.3391331409960082e-15,0.004059122214494913,5.113458959385753,0.7899170741438866,1.3259579427540302,7.2293339762836695,2.328935806872323,1.697002147557214,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
four_lobed_wiggle,smooth_multiscale,poisson,2048,7,1.8383102850797038e-15,1.8383102850797038e-15,0.0032552083333334484,5.066291894763708,0.7899170741438866,1.2849579798057675,7.141166948713362,2.2859705495648086,1.6540368902496994,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
four_lobed_wiggle,smooth_multiscale,helmholtz,2048,7,2.461218746425819e-15,2.461218746425819e-15,0.00947007762254124,5.167790921404958,0.7899170741438866,1.2811659835278988,7.238873979076743,2.2864076793969916,1.6544740200818828,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
four_lobed_wiggle,smooth_multiscale,wave,2048,7,2.2297532160664818e-15,2.2297532160664818e-15,0.006003256717903169,5.142082925885916,0.7899170741438866,1.387750031426549,7.319750031456351,2.3919205608156817,1.759986901500573,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
asymmetric_limacon,asymmetric,laplace_dtn,2048,7,6.948726395217181e-14,6.948726395217181e-14,0.0034296913277805673,5.1466659642755985,0.7802919717505574,1.3054159935563803,7.232373929582536,2.3001523804850876,1.6759188030846417,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
asymmetric_limacon,asymmetric,heat,2048,7,1.3335215011184045e-15,1.3335215011184045e-15,0.004059122214494894,5.113458959385753,0.7802919717505574,1.3319579884409904,7.2257089195773005,2.3253107501659542,1.7010771727655083,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
asymmetric_limacon,asymmetric,poisson,2048,7,1.869453605385489e-15,1.869453605385489e-15,0.003255208333333431,5.066291894763708,0.7802919717505574,1.2855000095441937,7.132083876058459,2.2768874769099057,1.6526538995094597,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
asymmetric_limacon,asymmetric,helmholtz,2048,7,2.3341744917664988e-15,2.3341744917664988e-15,0.009470077622542098,5.167790921404958,0.7802919717505574,1.261417055502534,7.209499948658049,2.257033648978298,1.6328000715778521,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
asymmetric_limacon,asymmetric,wave,2048,7,2.2781146374292757e-15,2.2781146374292757e-15,0.00600325671790316,5.142082925885916,0.7802919717505574,1.3267919421195984,7.249166839756072,2.3213373691154024,1.6971037917149565,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
crescent_teardrop,near_cusp_smooth,laplace_dtn,2048,7,7.005254944012202e-14,7.005254944012202e-14,0.0034296913277804967,5.1466659642755985,0.7702090078964829,1.287125051021576,7.204000023193657,2.271778474096209,1.6556112677790225,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
crescent_teardrop,near_cusp_smooth,heat,2048,7,1.3181081270894655e-15,1.3181081270894655e-15,0.004059122214494806,5.113458959385753,0.7702090078964829,1.331375096924603,7.215043064206839,2.3146448947954923,1.698477688478306,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
crescent_teardrop,near_cusp_smooth,poisson,2048,7,1.7538715041950356e-15,1.7538715041950356e-15,0.0032552083333332272,5.066291894763708,0.7702090078964829,1.277957926504314,7.114458829164505,2.2592624300159514,1.643095223698765,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
crescent_teardrop,near_cusp_smooth,helmholtz,2048,7,2.4426863171900547e-15,2.4426863171900547e-15,0.009470077622541274,5.167790921404958,0.7702090078964829,1.2554579880088568,7.1934579173102975,2.2409916176305464,1.62482441131336,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
crescent_teardrop,near_cusp_smooth,wave,2048,7,2.2618730334549477e-15,2.2618730334549477e-15,0.006003256717903022,5.142082925885916,0.7702090078964829,1.3141670497134328,7.2264589834958315,2.2986295128551624,1.682462306537976,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
peanut,pinched_smooth,laplace_dtn,2048,7,7.360941183315811e-14,7.360941183315811e-14,0.0034296913277805157,5.1466659642755985,0.7680840790271759,1.3174159685149789,7.232166011817753,2.2999444627203047,1.685477199498564,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
peanut,pinched_smooth,heat,2048,7,1.431342283348973e-15,1.431342283348973e-15,0.004059122214494832,5.113458959385753,0.7680840790271759,1.336375018581748,7.217918056994677,2.3175198875833303,1.7030526243615896,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
peanut,pinched_smooth,poisson,2048,7,1.8279348199013833e-15,1.8279348199013833e-15,0.003255208333333311,5.066291894763708,0.7680840790271759,1.2757920194417238,7.110167993232608,2.2549715940840542,1.6405043308623135,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
peanut,pinched_smooth,helmholtz,2048,7,2.5764820896434294e-15,2.5764820896434294e-15,0.009470077622541392,5.167790921404958,0.7680840790271759,1.282791025005281,7.218666025437415,2.2661997257576636,1.6517324625359229,circle_solve_shared_across_shapes,conformal_metric_repayment_with_endpoint_repaid_symbol,custom_fft_O_n_log_n_plus_diagonal_metric_repayment,False
